textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
51c2d21362,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,! I`m scared of him,negative,night,31-45,Laos,7275560,230800,32
16370c0a2e,I`m missing crab legs and attending my going away instead!,missing,negative,morning,46-60,Latvia,1886198,62200,30
edeeaa9756,Hicks are mean!,mean!,negative,noon,60-70,Lebanon,6825445,10230,667
feec8aa27b,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad","not doing so good,",negative,night,70-100,Lesotho,2142249,30360,71
8542ba9b94,"back soon, need to run to the shops and cut the grass","back soon, need to run to the shops and cut the grass",neutral,morning,0-20,Liberia,5057681,96320,53
6912e77231,I`m up. I have a plan to transform my bedroom today. Random.,I`m up. I have a plan to transform my bedroom today. Random.,neutral,noon,21-30,Libya,6871292,1759540,4
e6c988afb8,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",Missing,negative,night,31-45,Liechtenstein,38128,160,238
9652c18d7d, thats another sponsor,thats another sponsor,neutral,morning,46-60,Lithuania,2722289,6.27E+04,43
df9882c24d," And most of us are going to be stuck in an office, some without windows",stuck,negative,noon,60-70,Luxembourg,625978,2590,242
22a8a4639e, No it`s not sad. Should make you proud,sad.,negative,night,70-100,Madagascar,27691018,581795,48
ee9df322d1,"   Sorry, we`ll try to keep it down.",Sorr,negative,morning,0-20,Malawi,19129952,94280,203
d9107173c4,is home alone.. Doing hw,is home alone.. Doing hw,neutral,noon,21-30,Malaysia,32365999,328550,99
7082999a93,"According to , a quarter of families under six live in poverty.",live in poverty.,negative,night,31-45,Maldives,540544,300,1802
cf29e364fe,the plan to not spend money is not going well,not going well,negative,morning,46-60,Mali,20250833,1220190,17
ea567e664a,uploading all my bamboozle pictures of facebook,uploading all my bamboozle pictures of facebook,neutral,noon,60-70,Malta,441543,320,1380
912bbdea65, congratulations ! you guys finish a month early than we do. booo,congratulations,positive,night,70-100,Marshall Islands,59190,180,329
060d8bb5d5," actually, I wish I was back in Tahoe.  I miss it there.",I miss it there,negative,morning,0-20,Mauritania,4649658,1030700,5
a07b1d9eea,"Woke Up,I Wanna Stay In My bed","Woke Up,I Wanna Stay In My bed",neutral,noon,21-30,Mauritius,1271768,2.03E+03,626
18f60b8879, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,wack.,negative,night,31-45,Mexico,128932753,1943950,66
6abd11b766," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.","It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral,morning,46-60,Micronesia,115023,700,164
faaf5f743d,_Marie Wish I could make it too!!! I hate my commute sometimes,Wish I could make it too!!! I hate my commute sometimes,neutral,noon,60-70,Moldova,4033963,32850,123
7311789bcc,workin a long day today... hopefully i can make some good tips,hopefully i can make some good tips,positive,night,70-100,Monaco,39242,1,26337
726e099885, but it all went too quick and there wasn`t a chance lol,d there wasn`t a chance,negative,morning,0-20,Mongolia,3278290,1553560,2
56d742e6bc,Hates headaches! Maybe I`m not ready to rock,Hates,negative,noon,21-30,Montenegro,628066,13450,47
65ffd159b2, Thanks for the support,Thanks for the support,positive,night,31-45,Morocco,36910560,446300,83
0b64c5977e,there`s really no android twitter app of Tweetie`s calibre,there`s really no android twitter app of Tweetie`s calibre,neutral,morning,46-60,Mozambique,31255435,786380,40
151bba80ca,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",lovely,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
0ec5989a18,Nyappy mother`s day to your mom`s.,Nyappy mother`s day to your mom`s.,positive,night,70-100,Namibia,2540905,8.23E+05,3
2f3ff51870,yeah.... and im gonna take ur picture off my ipod baby..,yeah.... and im gonna take ur picture off my ipod baby..,neutral,morning,0-20,Nauru,10824,20,541
c2fc42a9ff, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,traumatizing,negative,noon,21-30,Nepal,29136808,143350,203
09c0bef389, lol same here....wish there was a way to microsize everything...lol,lol same here....wish there was a way to microsize everything...lol,neutral,night,31-45,Netherlands,17134872,33720,508
72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",fail),negative,morning,46-60,New Zealand,4822233,263310,18
cbbe4f2dd4,"_Libertine um, glad you enjoyed it...",glad,positive,noon,60-70,Nicaragua,6624554,120340,55
9856eea986,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral,night,70-100,Niger,24206644,1266700,19
4f6c17bae7, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,morning,0-20,Nigeria,206139589,910770,226
fa1385e537, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,. Tomorrow will be tough!,negative,noon,21-30,North Korea,25778816,120410,214
b41f647910,I miss her alot and its only been one day,miss,negative,night,31-45,North Macedonia,2083374,25220,83
74e92f4188, sounds like you all had a great night . i`m glad it was successful,i`m glad,positive,morning,46-60,Norway,5421241,3.65E+05,15
4e6eb888c1, Thanks for sharing that,Thanks,positive,noon,60-70,Oman,5106626,309500,16
315d2392c9, you should say mlia instead of fml  i hope you find it soon,i hope,positive,night,70-100,Pakistan,220892340,770880,287
1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.","well,",positive,morning,0-20,Palau,18094,460,39
216e541532, nah jkin he`s hot! so... bored now,nah jkin he`s hot! so... bored now,neutral,noon,21-30,Palestine State,5101414,6020,847
f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,night,31-45,Panama,4314767,74340,58
2461db68e0, yes i have read them many times.,yes i have read them many times.,neutral,morning,46-60,Papua New Guinea,8947024,452860,20
9ec17fe80c, Cuz you play a grown up on Twitter?,Cuz you play a grown up on Twitter?,neutral,noon,60-70,Paraguay,7132538,397300,18
034f2e2104,i am living in ignorance  :@,i am living in ignorance,negative,night,70-100,Peru,32971854,1280000,26
f09816a243, nope... it is telling you that you want cameo creams,nope... it is telling you that you want cameo creams,neutral,morning,0-20,Philippines,109581078,298170,368
6a9023f1af, AWWWW  we`re gonna miss you!,AWWWW  we`re gonna miss you!,negative,noon,21-30,Poland,37846611,3.06E+05,124
afca91dc92, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,its a relaxing place,positive,night,31-45,Portugal,10196709,91590,111
cdcaac066e,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",he couldn`t do it should have cost his part.,neutral,morning,46-60,Qatar,2881053,11610,248
edde759bde,today was a lovely day! I had fun with  and  this evening!,lovely,positive,noon,60-70,Romania,19237691,230170,84
781d900e89, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,. Sorry,negative,night,70-100,Russia,145934462,16376870,9
8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",dammit,negative,morning,0-20,Rwanda,12952218,24670,525
6172153918, it was amazing,it was amazing,positive,noon,21-30,Saint Kitts and Nevis,53199,260,205
486806238c,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral,night,31-45,Saint Lucia,183627,610,301
8e26c8c6e8,I`m sick and sad .... missing out on Martini Lounge tonight,sick and sad ..,negative,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
0be8e9f2fd,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral,noon,60-70,Samoa,198414,2830,70
8df4e78879,Really wishes he had some spare cash to buy the new Punch Out for Wii,Really wishes he had some spare cash to buy the new Punch Out for Wii,negative,night,70-100,San Marino,33931,6.00E+01,566
9843ecd416,"Aw, not going to Toronto anymore.",not going,negative,morning,0-20,Sao Tome and Principe,219159,960,228
33596d8109, So sorry to hear about your mom! that really sucks,So sorry,negative,noon,21-30,Saudi Arabia,34813871,2149690,16
cf0e868f70, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,I feel for you  I hope it`s a smooth flight. Be safe,positive,night,31-45,Senegal,16743927,192530,87
82215b50d4,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,Can`t sleep..,negative,morning,46-60,Serbia,8737371,87460,100
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative,noon,60-70,Seychelles,98347,460,214
1689a46690, sweet dreams,sweet dreams,positive,night,70-100,Sierra Leone,7976983,72180,111
0d709a4c51, hay wats ur AIM? we should chat,hay wats ur AIM? we should chat,neutral,morning,0-20,Singapore,5850342,700,8358
17775140c5,. Okay kool... I might be touring all summer long but we can make it happen!,. Okay kool... I might be touring all summer long but we can make it happen!,neutral,noon,21-30,Slovakia,5459642,48088,114
3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,PAIN.,negative,night,31-45,Slovenia,2078938,20140,103
9602407df9,"Time to watch OP, then some Dead Like Me, then sleep.","Time to watch OP, then some Dead Like Me, then sleep.",neutral,morning,46-60,Solomon Islands,686884,2.80E+04,25
a53c829bee,Having dinner with my grandma since I couldn`t be with my mum.,Having dinner with my grandma since I couldn`t be with my mum.,neutral,noon,60-70,Somalia,15893222,627340,25
d681f0dfbc, haha thanks  its for history and its on how the invention of television has influence america lol,haha thanks  its for history and its on how the invention of television has influence america lol,positive,night,70-100,South Africa,59308690,1213090,49
c81e21ffd8, yea so wassup,yea so wassup,neutral,morning,0-20,South Korea,51269185,97230,527
2839a4d1d8,"Stupid jobs, idk what to do.",Stupid,negative,noon,21-30,South Sudan,11193725,610952,18
5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,Shopped til i dropped....come bac sunshine i miss u,negative,night,31-45,Spain,46754778,498800,94
b1fd9116e3," Like your pics, Lucky Girl, again",Like,positive,morning,46-60,Sri Lanka,21413249,62710,341
c628741a80, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Thank you   I`ve had anxiety issues,neutral,noon,60-70,Sudan,43849260,1765048,25
d2c66b666d,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,neutral,night,70-100,Suriname,586632,156000,4
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,loved!,positive,morning,0-20,Sweden,10099265,410340,25
996630f6a0," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM","there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral,noon,21-30,Switzerland,8654622,3.95E+04,219
0b2c0c6522, Yes! Join us! All we require is a cupcake donation...,Yes! Join us! All we require is a cupcake donation...,neutral,night,31-45,Syria,17500658,183630,95
5fbd854b80,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,hard,negative,morning,46-60,Tajikistan,9537645,139960,68
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative,noon,60-70,Tanzania,59734218,885800,67
17f4db5ddf, Can`t access your site!,Can`t access your site!,neutral,night,70-100,Thailand,69799978,510890,137
35e2ce08fc,And the Sun is shinning.........at last,Sun is shinning.........at last,positive,morning,0-20,Timor-Leste,1318445,14870,89
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes","slowest train ever,",negative,noon,21-30,Togo,8278724,54390,152
